# spectral number density of the CMB photon field
# -----------------------------------------------
# nu [Hz],dn/de [m-3 eV-1]
5.248074602496252441e+10,4.040888225807956543e+11
5.370317963701016235e+10,4.083990276640659790e+11
5.495408738574697113e+10,4.126200736602789307e+11
5.623413251901903534e+10,4.167443653060060425e+11
5.754399373369942474e+10,4.207640883327943726e+11
5.888436553554221344e+10,4.246712149830103149e+11
6.025595860741867828e+10,4.284575107262728882e+11
6.165950018613069153e+10,4.321145422613980713e+11
6.309573444800135803e+10,4.356336868906140747e+11
6.456542290344713593e+10,4.390061433541915894e+11
6.606934480074073029e+10,4.422229442145397339e+11
6.760829753917883301e+10,4.452749698791009521e+11
6.918309709187382507e+10,4.481529643509991455e+11
7.079457843839346313e+10,4.508475527952229614e+11
7.244359600747816467e+10,4.533492610060640259e+11
7.413102413007038879e+10,4.556485368584692383e+11
7.585775750289648438e+10,4.577357738217809448e+11
7.762471166284674072e+10,4.596013366089072876e+11
7.943282347240513611e+10,4.612355890271600342e+11
8.128305161638633728e+10,4.626289240886762695e+11
8.317637711024293518e+10,4.637717964283780518e+11
8.511380382021287537e+10,4.646547570656774292e+11
8.709635899558267212e+10,4.652684905324729614e+11
8.912509381334852600e+10,4.656038543742672119e+11
9.120108393556428528e+10,4.656519210133567505e+11
9.332543007967175293e+10,4.654040219428744507e+11
9.549925860211555481e+10,4.648517941979222412e+11
9.772372209555233765e+10,4.639872290250114136e+11
9.999999999997055054e+10,4.628027226435227051e+11
1.023292992280452271e+11,4.612911289628198242e+11
1.047128548050590210e+11,4.594458140860767212e+11
1.071519305237289276e+11,4.572607123968184204e+11
1.096478196142859955e+11,4.547303839867582397e+11
1.122018454301630249e+11,4.518500731438822632e+11
1.148153621496541138e+11,4.486157675781539917e+11
1.174897554939179382e+11,4.450242580189089355e+11
1.202264434617054138e+11,4.410731977734667358e+11
1.230268770812013702e+11,4.367611617910580444e+11
1.258925411793790283e+11,4.320877047304972534e+11
1.288249551692747650e+11,4.270534174847210693e+11
1.318256738556011200e+11,4.216599815711398315e+11
1.348962882591247864e+11,4.159102207545725708e+11
1.380384264602468872e+11,4.098081492302911377e+11
1.412537544622327881e+11,4.033590156594837646e+11
1.445439770745490417e+11,3.965693423193596191e+11
1.479108388167759399e+11,3.894469586064227295e+11
1.513561248435749207e+11,3.820010281154263306e+11
1.548816618912010803e+11,3.742420685094938965e+11
1.584893192460631104e+11,3.661819634002645264e+11
1.621810097358435364e+11,3.578339654719819946e+11
1.659586907437053833e+11,3.492126901115596924e+11
1.698243652461224976e+11,3.403340988489765625e+11
1.737800828748843079e+11,3.312154719700334473e+11
1.778279410038377075e+11,3.218753697373926392e+11
1.819700858609424133e+11,3.123335817466203003e+11
1.862087136662294312e+11,3.026110640520407104e+11
1.905460717962659607e+11,2.927298638226306763e+11
1.949844599757443542e+11,2.827130314305556030e+11
1.995262314968262634e+11,2.725845200335055237e+11
2.041737944668897095e+11,2.623690728853959045e+11
2.089296130853391418e+11,2.520920987964646606e+11
2.137962089501567688e+11,2.417795363609154663e+11
2.187761623948871765e+11,2.314577077751470642e+11
2.238721138567641907e+11,2.211531632787412109e+11
2.290867652767057800e+11,2.108925174598067322e+11
2.344228815319189148e+11,2.007022788714983215e+11
2.398832919018739014e+11,1.906086746027246094e+11
2.454708915684260254e+11,1.806374716280278625e+11
2.511886431508790894e+11,1.708137969240919189e+11
2.570395782768055115e+11,1.611619584778970032e+11
2.630267991894552917e+11,1.517052694189823608e+11
2.691534803926066284e+11,1.424658775806890564e+11
2.754228703337295532e+11,1.334646028281353607e+11
2.818382931263561401e+11,1.247207844803378296e+11
2.884031503125691528e+11,1.162521410973672180e+11
2.951209226665447998e+11,1.080746447988824005e+11
3.019951720401055908e+11,1.002024121271393890e+11
3.090295432512606201e+11,9.264761326622169495e+10
3.162277660167369995e+11,8.542040118183650208e+10
3.235936569295248413e+11,7.852886195599359131e+10
3.311311214824851074e+11,7.197898726312554932e+10
3.388441561390939331e+11,6.577466957495678711e+10
3.467368504524203491e+11,5.991772029818782806e+10
3.548133892334613647e+11,5.440791065039333344e+10
3.630780547699844360e+11,4.924303467487542725e+10
3.715352290970527344e+11,4.441899339458157349e+10
3.801893963204383545e+11,3.992989871888373566e+10
3.890451449941547852e+11,3.576819535528456116e+10
3.981071705533682861e+11,3.192479865080916214e+10
4.073802778039805908e+11,2.838924600407997513e+10
4.168693834701999512e+11,2.514985925689005661e+10
4.265795188014537964e+11,2.219391530014305115e+10
4.365158322400236816e+11,1.950782201832733536e+10
4.466835921508173218e+11,1.707729665239496994e+10
4.570881896147255859e+11,1.488754368418155670e+10
4.677351412870450439e+11,1.292342943542396736e+10
4.786300923224813843e+11,1.116965072803343964e+10
4.897788193682853394e+11,9.610895164617679596e+09
5.011872336271074829e+11,8.231990852552667618e+09
5.128613839911959229e+11,7.018043702846767426e+09
5.248074602495994873e+11,5.954560776998218536e+09
5.370317963700753784e+11,5.027558520477446556e+09
5.495408738574428101e+11,4.223655099281215191e+09
5.623413251901627197e+11,3.530146434986014366e+09
5.754399373369659424e+11,2.935065902931519985e+09
5.888436553553933105e+11,2.427228007319594860e+09
6.025595860741572266e+11,1.996256666887964725e+09
6.165950018612767334e+11,1.632599027527513266e+09
6.309573444799826660e+11,1.327525957480409145e+09
6.456542290344396973e+11,1.073120572089808583e+09
6.606934480073748779e+11,8.622562758626372814e+08
6.760829753917551270e+11,6.885658991468688250e+08
6.918309709187042236e+11,5.464035461425349712e+08
7.079457843838999023e+11,4.308007630815470815e+08
7.244359600747460938e+11,3.374185845276217461e+08
7.413102413006674805e+11,2.624969273815023601e+08
7.585775750289276123e+11,2.028026827539442182e+08
7.762471166284291992e+11,1.555777123938585818e+08
7.943282347240125732e+11,1.184877960786290467e+08
8.128305161638236084e+11,8.957340645406642556e+07
8.317637711023885498e+11,6.720301504161757231e+07
8.511380382020869141e+11,5.002946366766034067e+07
8.709635899557839355e+11,3.694977473643583804e+07
8.912509381334415283e+11,2.706862590869411081e+07
9.120108393555981445e+11,1.966558314585373551e+07
9.332543007966717529e+11,1.416607293623434566e+07
9.549925860211087646e+11,1.011598099082318321e+07
9.772372209554753418e+11,7.159690973776203580e+06
9.999999999996563721e+11,5.021322270528275520e+06
1.023292992280401978e+12,3.488889058070918545e+06
1.047128548050538696e+12,2.401082168804078363e+06
1.071519305237236694e+12,1.636368219688218320e+06
1.096478196142806152e+12,1.104104811245430959e+06
1.122018454301575195e+12,7.373838442744234344e+05
1.148153621496484863e+12,4.873347992144380114e+05
1.174897554939121826e+12,3.186440025845780619e+05
1.202264434616995117e+12,2.060725530006666668e+05
1.230268770811953369e+12,1.317830839599690516e+05
1.258925411793728271e+12,8.331261057784633886e+04
1.288249551692684326e+12,5.205436891109178396e+04
1.318256738555946289e+12,3.213513225830819647e+04
1.348962882591181396e+12,1.959556497903045602e+04
1.380384264602401123e+12,1.179955892474271423e+04
1.412537544622258545e+12,7.014175646871965910e+03
1.445439770745419434e+12,4.114906837816493862e+03
1.479108388167686768e+12,2.381674862721054524e+03
1.513561248435674561e+12,1.359588606584150739e+03
1.548816618911934570e+12,7.652360828917264826e+02
1.584893192460553467e+12,4.245250202736980896e+02
1.621810097358356201e+12,2.320517185647745180e+02
1.659586907436972656e+12,1.249367614484121844e+02
1.698243652461141602e+12,6.623178820726518268e+01
1.737800828748757812e+12,3.455864893197124132e+01
1.778279410038290039e+12,1.774192231598533454e+01
1.819700858609334961e+12,8.958475365998509687e+00
1.862087136662202881e+12,4.447224903794211315e+00
1.905460717962566162e+12,2.169670454423078265e+00
1.949844599757347656e+12,1.039853793482289568e+00
1.995262314968164551e+12,4.893782276385852392e-01
2.041737944668796631e+12,2.260615531261123967e-01
2.089296130853288818e+12,1.024542605178892091e-01
2.137962089501462891e+12,4.553672102520214815e-02
2.187761623948764404e+12,1.983921913321199867e-02
2.238721138567531738e+12,8.468696253279161049e-03
2.290867652766945312e+12,3.540226693203254397e-03
2.344228815319073730e+12,1.448627352484477444e-03
2.398832919018621582e+12,5.799319239141649020e-04
2.454708915684140137e+12,2.270234250976476190e-04
2.511886431508667480e+12,8.685825168109112993e-05
2.570395782767928711e+12,3.246133758106329562e-05
2.630267991894423828e+12,1.184402767457205115e-05
2.691534803925934082e+12,4.216647759101253179e-06
2.754228703337160645e+12,1.463934746784568838e-06
2.818382931263423340e+12,4.953456936800713106e-07
2.884031503125549805e+12,1.632552709847275911e-07
2.951209226665303711e+12,5.237595938933653902e-08
3.019951720400907227e+12,1.634670930812646954e-08
3.090295432512454102e+12,4.960021096348237002e-09
3.162277660167215332e+12,1.462198441354878888e-09
3.235936569295089844e+12,4.185109719822158784e-10
3.311311214824688965e+12,1.162214928803643667e-10
3.388441561390773438e+12,3.129244483337789957e-11
3.467368504524033203e+12,8.163064729487220619e-12
3.548133892334439453e+12,2.061615426700264134e-12
3.630780547699666016e+12,5.037038339237702056e-13
3.715352290970344727e+12,1.189654719638687360e-13
3.801893963204197266e+12,2.713949509727725075e-14
3.890451449941356445e+12,5.975398131133747312e-15
3.981071705533487305e+12,1.268694632142732850e-15
4.073802778039605469e+12,2.595404702504034206e-16
4.168693834701794922e+12,5.111340340467700502e-17
4.265795188014329102e+12,9.681919771334253287e-18
4.365158322400022949e+12,1.762346924407394538e-18
4.466835921507954102e+12,3.079794099113308734e-19
4.570881896147031250e+12,5.162261906085545761e-20
4.677351412870220703e+12,8.291337244949093770e-21
4.786300923224579102e+12,1.274804569250079749e-21
4.897788193682613281e+12,1.874370173672157000e-22
5.011872336270828125e+12,2.632738878153059812e-23
5.128613839911707031e+12,3.528891405635350117e-24
5.248074602495737305e+12,4.508930367034908212e-25
5.370317963700489258e+12,5.485662767373538725e-26
5.495408738574157227e+12,6.347597188545263340e-27
5.623413251901351562e+12,6.977616175888277838e-28
5.754399373369377930e+12,7.277852170375644333e-29
5.888436553553643555e+12,7.193938215186026893e-30
6.025595860741276367e+12,6.730603537442226025e-31
6.165950018612463867e+12,5.952631524354863010e-32
6.309573444799517578e+12,4.970070778388052586e-33
6.456542290344080078e+12,3.912302005353586271e-34
6.606934480073423828e+12,2.899495729549314214e-35
6.760829753917219727e+12,2.020333539720289369e-36
6.918309709186702148e+12,1.321630842920623768e-37
7.079457843838651367e+12,8.104854179335521634e-39
7.244359600747105469e+12,4.652375696265883403e-40
7.413102413006311523e+12,2.495917622536878999e-41
7.585775750288903320e+12,1.249474513722634805e-42
7.762471166283911133e+12,5.827282785567338043e-44
7.943282347239734375e+12,2.527725250211588581e-45
8.128305161637836914e+12,1.018088601855909676e-46
8.317637711023476562e+12,3.800869838170038348e-48
8.511380382020452148e+12,1.312968889808667184e-49
8.709635899557412109e+12,4.189038112327830895e-51
8.912509381333976562e+12,1.232136285076871597e-52
9.120108393555533203e+12,3.334764275821303289e-54
9.332543007966257812e+12,8.288801282912547416e-56
9.549925860210617188e+12,1.888326724257866819e-57
9.772372209554275391e+12,3.934956546614948038e-59
9.999999999996074219e+12,7.484764953225579838e-61
1.023292992280351758e+13,1.296787578085794624e-62
1.047128548050487305e+13,2.042055270513748959e-64
1.071519305237183984e+13,2.916135135856080700e-66
1.096478196142752344e+13,3.767908219391223761e-68
1.122018454301520117e+13,4.394742971278943891e-70
1.148153621496428516e+13,4.616061060336046390e-72
1.174897554939064062e+13,4.355668233820945723e-74
1.202264434616936133e+13,3.682975436129451776e-76
1.230268770811892969e+13,2.783517615029995080e-78
1.258925411793666797e+13,1.875446762446193484e-80
1.288249551692621289e+13,1.123489881098261484e-82
1.318256738555881641e+13,5.967579674607060025e-85
1.348962882591115234e+13,2.802690911336515041e-87
1.380384264602333203e+13,1.160526451325808986e-89
1.412537544622189258e+13,4.224386841648152111e-92
1.445439770745348633e+13,1.347712887355440703e-94
1.479108388167614258e+13,3.756834289643008599e-97
1.513561248435600391e+13,9.121630480748333782e-100
1.548816618911858789e+13,1.922877905858001115e-102
1.584893192460475586e+13,3.507762845023159791e-105
1.621810097358276367e+13,5.518806931051201182e-108
1.659586907436891016e+13,7.462764750460234283e-111
1.698243652461058398e+13,8.642952335502853780e-114
1.737800828748672656e+13,8.542104183484173140e-117
1.778279410038202734e+13,7.178009735594157559e-120
1.819700858609245703e+13,5.109028764004280695e-123
1.862087136662111328e+13,3.068232316949779912e-126
1.905460717962472656e+13,1.548585041014216266e-129
1.949844599757251953e+13,6.542144234238854609e-133
1.995262314968066797e+13,2.303794553678560043e-136
2.041737944668696484e+13,6.733864607265373159e-140
2.089296130853185938e+13,1.626662820486658129e-143
2.137962089501357812e+13,3.233068157228175947e-147
2.187761623948657031e+13,5.263117357103928497e-151
2.238721138567421875e+13,6.984943102062281993e-155
2.290867652766832812e+13,7.521561882824914920e-159
2.344228815318958984e+13,6.539794792771599164e-163
2.398832919018503516e+13,4.568435239427979771e-167
2.454708915684019531e+13,2.550962213026173219e-171
2.511886431508544531e+13,1.132682378945715554e-175
2.570395782767802734e+13,3.977969243089885424e-180
2.630267991894294922e+13,1.098984189668617948e-184
2.691534803925801953e+13,2.375037897150799560e-189
2.754228703337025391e+13,3.992220307522975108e-194
2.818382931263284766e+13,5.188970808599878553e-199
2.884031503125408203e+13,5.184052977839852793e-204
2.951209226665158594e+13,3.956555129950015987e-209
3.019951720400758984e+13,2.292454404124590387e-214
3.090295432512302734e+13,1.001918847621160450e-219
3.162277660167059766e+13,3.281409839457333305e-225
3.235936569294930859e+13,7.999554328924563052e-231
3.311311214824526172e+13,1.441656541161778108e-236
3.388441561390607031e+13,1.907182541167196904e-242
3.467368504523863281e+13,1.838779750672340045e-248
3.548133892334265625e+13,1.282548693960794978e-254
3.630780547699488281e+13,6.423176775336906705e-261
3.715352290970162500e+13,2.291957860850726785e-267
3.801893963204010156e+13,5.781159447922537705e-274
3.890451449941165625e+13,0.000000000000000000e+00
3.981071705533292188e+13,0.000000000000000000e+00
4.073802778039405469e+13,0.000000000000000000e+00
4.168693834701589844e+13,0.000000000000000000e+00
4.265795188014119531e+13,0.000000000000000000e+00
4.365158322399808594e+13,0.000000000000000000e+00
4.466835921507734375e+13,0.000000000000000000e+00
4.570881896146807031e+13,0.000000000000000000e+00
4.677351412869991406e+13,0.000000000000000000e+00
4.786300923224343750e+13,0.000000000000000000e+00
4.897788193682372656e+13,0.000000000000000000e+00
5.011872336270582812e+13,0.000000000000000000e+00
5.128613839911456250e+13,0.000000000000000000e+00
5.248074602495479688e+13,0.000000000000000000e+00
5.370317963700226562e+13,0.000000000000000000e+00
5.495408738573887500e+13,0.000000000000000000e+00
5.623413251901075000e+13,0.000000000000000000e+00
5.754399373369095312e+13,0.000000000000000000e+00
5.888436553553354688e+13,0.000000000000000000e+00
6.025595860740980469e+13,0.000000000000000000e+00
6.165950018612160938e+13,0.000000000000000000e+00
6.309573444799207031e+13,0.000000000000000000e+00
6.456542290343763281e+13,0.000000000000000000e+00
6.606934480073100000e+13,0.000000000000000000e+00
6.760829753916887500e+13,0.000000000000000000e+00
6.918309709186363281e+13,0.000000000000000000e+00
7.079457843838304688e+13,0.000000000000000000e+00
7.244359600746750000e+13,0.000000000000000000e+00
7.413102413005946875e+13,0.000000000000000000e+00
7.585775750288531250e+13,0.000000000000000000e+00
7.762471166283529688e+13,0.000000000000000000e+00
7.943282347239345312e+13,0.000000000000000000e+00
8.128305161637437500e+13,0.000000000000000000e+00
8.317637711023067188e+13,0.000000000000000000e+00
8.511380382020034375e+13,0.000000000000000000e+00
8.709635899556984375e+13,0.000000000000000000e+00
8.912509381333539062e+13,0.000000000000000000e+00
9.120108393555085938e+13,0.000000000000000000e+00
9.332543007965801562e+13,0.000000000000000000e+00
9.549925860210150000e+13,0.000000000000000000e+00
9.772372209553793750e+13,0.000000000000000000e+00
9.999999999995582812e+13,0.000000000000000000e+00
1.023292992280301719e+14,0.000000000000000000e+00
1.047128548050435938e+14,0.000000000000000000e+00
1.071519305237131562e+14,0.000000000000000000e+00
1.096478196142698438e+14,0.000000000000000000e+00
1.122018454301465000e+14,0.000000000000000000e+00
1.148153621496372188e+14,0.000000000000000000e+00
1.174897554939006406e+14,0.000000000000000000e+00
1.202264434616877031e+14,0.000000000000000000e+00
1.230268770811832500e+14,0.000000000000000000e+00
1.258925411793604844e+14,0.000000000000000000e+00
1.288249551692557969e+14,0.000000000000000000e+00
1.318256738555817031e+14,0.000000000000000000e+00
1.348962882591049219e+14,0.000000000000000000e+00
1.380384264602265625e+14,0.000000000000000000e+00
1.412537544622120000e+14,0.000000000000000000e+00
1.445439770745277500e+14,0.000000000000000000e+00
1.479108388167541562e+14,0.000000000000000000e+00
1.513561248435525938e+14,0.000000000000000000e+00
1.548816618911782812e+14,0.000000000000000000e+00
1.584893192460397812e+14,0.000000000000000000e+00
1.621810097358196562e+14,0.000000000000000000e+00
1.659586907436809375e+14,0.000000000000000000e+00
1.698243652460975000e+14,0.000000000000000000e+00
1.737800828748587188e+14,0.000000000000000000e+00
1.778279410038115312e+14,0.000000000000000000e+00
1.819700858609156250e+14,0.000000000000000000e+00
1.862087136662020000e+14,0.000000000000000000e+00
1.905460717962379062e+14,0.000000000000000000e+00
1.949844599757156250e+14,0.000000000000000000e+00
1.995262314967969062e+14,0.000000000000000000e+00
2.041737944668596562e+14,0.000000000000000000e+00
2.089296130853083750e+14,0.000000000000000000e+00
2.137962089501253125e+14,0.000000000000000000e+00
2.187761623948549375e+14,0.000000000000000000e+00
2.238721138567312188e+14,0.000000000000000000e+00
2.290867652766720625e+14,0.000000000000000000e+00
2.344228815318844062e+14,0.000000000000000000e+00
2.398832919018385938e+14,0.000000000000000000e+00
2.454708915683898750e+14,0.000000000000000000e+00
2.511886431508421250e+14,0.000000000000000000e+00
2.570395782767676562e+14,0.000000000000000000e+00
2.630267991894165625e+14,0.000000000000000000e+00
2.691534803925670000e+14,0.000000000000000000e+00
2.754228703336890312e+14,0.000000000000000000e+00
2.818382931263146250e+14,0.000000000000000000e+00
2.884031503125266875e+14,0.000000000000000000e+00
2.951209226665013750e+14,0.000000000000000000e+00
3.019951720400610625e+14,0.000000000000000000e+00
3.090295432512151250e+14,0.000000000000000000e+00
3.162277660166905000e+14,0.000000000000000000e+00
3.235936569294771875e+14,0.000000000000000000e+00
3.311311214824363125e+14,0.000000000000000000e+00
3.388441561390440625e+14,0.000000000000000000e+00
3.467368504523692500e+14,0.000000000000000000e+00
3.548133892334091250e+14,0.000000000000000000e+00
3.630780547699309375e+14,0.000000000000000000e+00
3.715352290969980000e+14,0.000000000000000000e+00
3.801893963203824375e+14,0.000000000000000000e+00
3.890451449940974375e+14,0.000000000000000000e+00
3.981071705533096875e+14,0.000000000000000000e+00
4.073802778039206250e+14,0.000000000000000000e+00
4.168693834701385625e+14,0.000000000000000000e+00
4.265795188013910625e+14,0.000000000000000000e+00
4.365158322399593750e+14,0.000000000000000000e+00
4.466835921507515000e+14,0.000000000000000000e+00
4.570881896146583125e+14,0.000000000000000000e+00
4.677351412869761875e+14,0.000000000000000000e+00
4.786300923224109375e+14,0.000000000000000000e+00
4.897788193682132500e+14,0.000000000000000000e+00
5.011872336270336250e+14,0.000000000000000000e+00
5.128613839911204375e+14,0.000000000000000000e+00
5.248074602495221875e+14,0.000000000000000000e+00
5.370317963699962500e+14,0.000000000000000000e+00
5.495408738573618750e+14,0.000000000000000000e+00
5.623413251900800000e+14,0.000000000000000000e+00
5.754399373368812500e+14,0.000000000000000000e+00
5.888436553553065000e+14,0.000000000000000000e+00
6.025595860740685000e+14,0.000000000000000000e+00
6.165950018611858750e+14,0.000000000000000000e+00
6.309573444798897500e+14,0.000000000000000000e+00
6.456542290343446250e+14,0.000000000000000000e+00
6.606934480072775000e+14,0.000000000000000000e+00
6.760829753916555000e+14,0.000000000000000000e+00
6.918309709186023750e+14,0.000000000000000000e+00
7.079457843837956250e+14,0.000000000000000000e+00
7.244359600746393750e+14,0.000000000000000000e+00
7.413102413005583750e+14,0.000000000000000000e+00
7.585775750288158750e+14,0.000000000000000000e+00
7.762471166283148750e+14,0.000000000000000000e+00
7.943282347238955000e+14,0.000000000000000000e+00
8.128305161637038750e+14,0.000000000000000000e+00
8.317637711022660000e+14,0.000000000000000000e+00
8.511380382019616250e+14,0.000000000000000000e+00
8.709635899556556250e+14,0.000000000000000000e+00
8.912509381333102500e+14,0.000000000000000000e+00
9.120108393554638750e+14,0.000000000000000000e+00
9.332543007965343750e+14,0.000000000000000000e+00
9.549925860209681250e+14,0.000000000000000000e+00
9.772372209553315000e+14,0.000000000000000000e+00
